"","date","ko_diff","sub_diff"
"4027","2/2/2013",-1,-1
"4028","2/2/2013",-3,0
"4030","2/2/2013",0,3
"4031","2/2/2013",1,0
"4032","2/2/2013",1,-2
"4034","2/2/2013",0,-1
"4035","2/2/2013",-5,-2
"4037","2/2/2013",-1,0
"4038","1/26/2013",-2,0
"4039","1/26/2013",-2,1
"4040","1/26/2013",-1,-2
"4041","1/26/2013",0,1
"4042","1/26/2013",-1,-2
"4043","1/26/2013",1,4
"4046","1/26/2013",-1,0
"4048","1/26/2013",0,-1
"4049","1/19/2013",0,2
"4050","1/19/2013",1,2
"4051","1/19/2013",4,3
"4052","1/19/2013",-1,-1
"4054","1/19/2013",-1,0
"4055","1/19/2013",1,1
"4056","1/19/2013",2,0
"4058","1/19/2013",1,0
"4060","12/29/2012",0,-3
"4061","12/29/2012",-2,0
"4062","12/29/2012",0,-3
"4063","12/29/2012",-7,-2
"4064","12/29/2012",0,-1
"4065","12/29/2012",1,1
"4066","12/29/2012",-6,1
"4067","12/29/2012",-2,1
"4068","12/29/2012",1,-1
"4069","12/29/2012",1,-1
"4070","12/29/2012",1,0
"4073","12/15/2012",3,0
"4074","12/15/2012",-1,2
"4075","12/15/2012",2,1
"4078","12/15/2012",0,1
"4079","12/15/2012",0,-1
"4082","12/14/2012",0,-4
"4085","12/14/2012",0,-5
"4086","12/14/2012",1,0
"4087","12/14/2012",1,-1
"4091","12/8/2012",-1,-8
"4092","12/8/2012",-2,2
"4093","12/8/2012",-5,-3
"4094","12/8/2012",0,-1
"4095","12/8/2012",0,2
"4100","12/8/2012",3,2
"4102","11/17/2012",2,2
"4103","11/17/2012",2,-5
"4104","11/17/2012",-1,1
"4105","11/17/2012",1,-2
"4107","11/17/2012",-2,0
"4108","11/17/2012",1,0
"4110","11/17/2012",1,-1
"4111","11/17/2012",1,-1
"4112","11/17/2012",1,1
"4113","11/17/2012",1,-1
"4114","11/10/2012",-9,-1
"4115","11/10/2012",0,-1
"4116","11/10/2012",1,-2
"4117","11/10/2012",0,-1
"4118","11/10/2012",1,0
"4119","11/10/2012",0,1
"4122","10/13/2012",8,1
"4123","10/13/2012",0,1
"4124","10/13/2012",-1,1
"4125","10/13/2012",0,2
"4126","10/13/2012",0,2
"4127","10/13/2012",0,4
"4128","10/13/2012",-1,0
"4129","10/13/2012",0,3
"4130","10/13/2012",0,1
"4132","10/13/2012",-2,1
"4133","10/13/2012",0,-1
"4134","10/5/2012",-2,-1
"4135","10/5/2012",4,0
"4136","10/5/2012",1,0
"4137","10/5/2012",-1,-3
"4139","10/5/2012",-1,1
"4141","10/5/2012",-1,0
"4142","10/5/2012",-1,0
"4144","9/29/2012",1,4
"4145","9/29/2012",1,-1
"4146","9/29/2012",0,1
"4147","9/29/2012",2,-1
"4148","9/29/2012",1,-1
"4150","9/29/2012",-1,0
"4152","9/29/2012",1,0
"4153","9/29/2012",-2,-2
"4155","9/22/2012",-5,2
"4156","9/22/2012",-1,0
"4157","9/22/2012",5,-1
"4158","9/22/2012",5,0
"4159","9/22/2012",2,-4
"4160","9/22/2012",-2,-1
"4161","9/22/2012",-1,0
"4163","9/22/2012",0,-1
"4164","9/22/2012",0,1
"4165","9/22/2012",-1,0
"4166","9/22/2012",1,2
"4167","8/11/2012",-2,-1
"4168","8/11/2012",-6,2
"4169","8/11/2012",4,0
"4170","8/11/2012",-1,0
"4172","8/11/2012",-1,0
"4174","8/11/2012",0,-1
"4175","8/11/2012",0,1
"4176","8/4/2012",0,-1
"4177","8/4/2012",0,1
"4178","8/4/2012",1,5
"4179","8/4/2012",2,0
"4180","8/4/2012",-1,-5
"4183","8/4/2012",0,2
"4186","7/21/2012",3,0
"4187","7/21/2012",6,0
"4188","7/21/2012",-1,1
"4189","7/21/2012",0,-1
"4190","7/21/2012",-1,-2
"4191","7/21/2012",0,1
"4192","7/21/2012",0,-2
"4194","7/11/2012",-4,2
"4195","7/11/2012",1,0
"4196","7/11/2012",2,0
"4197","7/11/2012",-1,0
"4198","7/11/2012",0,-1
"4199","7/11/2012",1,2
"4204","7/11/2012",-1,0
"4205","7/7/2012",9,2
"4206","7/7/2012",-7,0
"4207","7/7/2012",-2,0
"4208","7/7/2012",-1,5
"4209","7/7/2012",0,-2
"4210","7/7/2012",0,-1
"4211","7/7/2012",7,-1
"4212","7/7/2012",-1,-2
"4213","7/7/2012",1,0
"4214","7/7/2012",1,0
"4216","6/23/2012",6,1
"4226","6/22/2012",0,-4
"4227","6/22/2012",-2,-2
"4228","6/22/2012",1,-2
"4230","6/22/2012",1,1
"4232","6/22/2012",1,1
"4235","6/22/2012",4,1
"4236","6/22/2012",0,3
"4239","6/8/2012",1,0
"4240","6/8/2012",0,-1
"4241","6/8/2012",-1,0
"4242","6/8/2012",1,0
"4243","6/8/2012",0,2
"4244","6/8/2012",0,-1
"4249","6/8/2012",-1,0
"4250","6/1/2012",-3,5
"4252","6/1/2012",-1,3
"4259","6/1/2012",-1,0
"4260","5/26/2012",3,-8
"4261","5/26/2012",6,0
"4262","5/26/2012",2,0
"4263","5/26/2012",1,0
"4264","5/26/2012",1,3
"4265","5/26/2012",1,-1
"4266","5/26/2012",-2,1
"4267","5/26/2012",1,2
"4269","5/26/2012",0,2
"4270","5/26/2012",-1,0
"4271","5/26/2012",0,-2
"4272","5/15/2012",1,-1
"4273","5/15/2012",1,1
"4274","5/15/2012",-3,2
"4276","5/15/2012",1,1
"4277","5/15/2012",-2,-3
"4279","5/15/2012",0,1
"4280","5/15/2012",1,1
"4281","5/15/2012",1,1
"4284","5/5/2012",-1,3
"4285","5/5/2012",-2,-3
"4286","5/5/2012",4,-2
"4287","5/5/2012",-2,0
"4288","5/5/2012",-1,0
"4289","5/5/2012",1,0
"4290","5/5/2012",1,0
"4293","5/5/2012",-1,-1
"4294","5/5/2012",-1,1
"4295","5/5/2012",1,-1
"4296","4/21/2012",-2,4
"4297","4/21/2012",0,1
"4298","4/21/2012",-3,0
"4299","4/21/2012",1,0
"4300","4/21/2012",-1,-1
"4301","4/21/2012",0,4
"4302","4/21/2012",2,0
"4303","4/21/2012",3,1
"4304","4/21/2012",-1,0
"4305","4/21/2012",0,2
"4308","4/14/2012",-2,2
"4309","4/14/2012",-2,1
"4310","4/14/2012",-1,-1
"4311","4/14/2012",3,2
"4312","4/14/2012",-2,-2
"4315","4/14/2012",1,0
"4320","3/2/2012",-6,3
"4322","3/2/2012",1,-2
"4323","3/2/2012",2,0
"4324","3/2/2012",0,2
"4325","3/2/2012",-1,-5
"4326","3/2/2012",-1,-2
"4327","3/2/2012",-1,1
"4330","2/25/2012",-2,-1
"4332","2/25/2012",-6,0
"4334","2/25/2012",-2,0
"4335","2/25/2012",-1,0
"4336","2/25/2012",-2,-6
"4337","2/25/2012",1,0
"4339","2/25/2012",0,-1
"4340","2/25/2012",-1,0
"4341","2/25/2012",0,-1
"4342","2/15/2012",-1,0
"4343","2/15/2012",1,3
"4344","2/15/2012",-2,0
"4346","2/15/2012",-1,0
"4348","2/15/2012",0,-1
"4351","2/4/2012",-1,-2
"4352","2/4/2012",-1,0
"4353","2/4/2012",5,2
"4354","2/4/2012",-1,1
"4355","2/4/2012",2,3
"4356","2/4/2012",0,1
"4357","2/4/2012",1,0
"4358","2/4/2012",3,1
"4359","2/4/2012",1,0
"4362","1/28/2012",5,-2
"4363","1/28/2012",-8,1
"4364","1/28/2012",0,-3
"4365","1/28/2012",1,0
"4366","1/28/2012",2,0
"4367","1/28/2012",-1,0
"4368","1/28/2012",0,2
"4370","1/28/2012",-2,0
"4372","1/20/2012",-5,3
"4373","1/20/2012",0,2
"4374","1/20/2012",1,0
"4375","1/20/2012",2,-1
"4376","1/20/2012",3,-2
"4378","1/20/2012",0,-2
"4383","1/14/2012",2,1
"4384","1/14/2012",0,3
"4385","1/14/2012",-1,0
"4386","1/14/2012",0,-4
"4387","1/14/2012",0,2
"4388","1/14/2012",5,2
"4390","1/14/2012",0,2
"4392","12/30/2011",-2,-1
"4393","12/30/2011",0,5
"4394","12/30/2011",2,-3
"4395","12/30/2011",-1,2
"4396","12/30/2011",0,1
"4397","12/30/2011",1,-1
"4398","12/30/2011",1,0
"4399","12/30/2011",1,0
"4400","12/30/2011",-1,0
"4401","12/30/2011",0,-2
"4402","12/10/2011",0,2
"4403","12/10/2011",2,6
"4404","12/10/2011",-7,-2
"4405","12/10/2011",1,-1
"4406","12/10/2011",-1,0
"4407","12/10/2011",-1,-1
"4408","12/10/2011",-1,0
"4409","12/10/2011",0,1
"4410","12/10/2011",-1,0
"4411","12/10/2011",0,3
"4412","12/10/2011",-1,0
"4414","12/3/2011",7,0
"4417","12/3/2011",-2,-2
"4424","11/19/2011",-3,0
"4425","11/19/2011",2,0
"4426","11/19/2011",0,-1
"4427","11/19/2011",0,3
"4428","11/19/2011",1,2
"4429","11/19/2011",1,0
"4432","11/19/2011",0,2
"4433","11/19/2011",0,-1
"4434","11/19/2011",-3,0
"4436","11/12/2011",-1,0
"4437","11/12/2011",-1,-4
"4438","11/12/2011",-1,-1
"4439","11/12/2011",1,0
"4440","11/12/2011",1,2
"4443","11/12/2011",1,1
"4445","11/5/2011",-4,-2
"4447","11/5/2011",7,0
"4448","11/5/2011",-1,1
"4449","11/5/2011",1,3
"4451","11/5/2011",0,-1
"4455","10/29/2011",-3,-2
"4456","10/29/2011",3,0
"4457","10/29/2011",-1,-1
"4458","10/29/2011",1,0
"4459","10/29/2011",-1,0
"4460","10/29/2011",-2,-1
"4461","10/29/2011",-1,-1
"4462","10/29/2011",4,0
"4466","10/8/2011",0,1
"4467","10/8/2011",-3,-7
"4468","10/8/2011",-2,-1
"4469","10/8/2011",0,-1
"4470","10/8/2011",-5,5
"4471","10/8/2011",-1,5
"4472","10/8/2011",-4,0
"4473","10/8/2011",-2,0
"4474","10/8/2011",1,-1
"4475","10/8/2011",1,-2
"4478","10/1/2011",0,2
"4479","10/1/2011",5,0
"4480","10/1/2011",1,0
"4481","10/1/2011",3,2
"4482","10/1/2011",-1,1
"4485","10/1/2011",0,2
"4487","9/24/2011",0,2
"4488","9/24/2011",-3,-2
"4489","9/24/2011",1,0
"4490","9/24/2011",2,-1
"4491","9/24/2011",0,6
"4492","9/24/2011",1,0
"4493","9/24/2011",2,-1
"4494","9/24/2011",0,1
"4496","9/24/2011",1,-1
"4497","9/17/2011",3,0
"4498","9/17/2011",-1,2
"4499","9/17/2011",1,0
"4500","9/17/2011",1,-1
"4501","9/17/2011",0,-1
"4502","9/17/2011",1,1
"4503","9/17/2011",-1,0
"4509","8/27/2011",4,3
"4510","8/27/2011",2,-2
"4512","8/27/2011",-3,1
"4513","8/27/2011",-3,0
"4514","8/27/2011",-3,0
"4515","8/27/2011",0,1
"4516","8/27/2011",1,1
"4521","8/14/2011",0,5
"4522","8/14/2011",-2,-3
"4523","8/14/2011",0,-1
"4524","8/14/2011",0,-1
"4525","8/14/2011",-1,-2
"4527","8/14/2011",1,0
"4528","8/14/2011",-1,0
"4530","8/14/2011",1,4
"4533","8/6/2011",-4,-2
"4534","8/6/2011",7,1
"4535","8/6/2011",-1,-1
"4536","8/6/2011",-4,0
"4537","8/6/2011",0,-1
"4538","8/6/2011",-4,2
"4540","8/6/2011",1,-1
"4541","8/6/2011",2,-1
"4545","7/2/2011",4,2
"4546","7/2/2011",1,0
"4547","7/2/2011",6,1
"4548","7/2/2011",1,0
"4549","7/2/2011",5,0
"4550","7/2/2011",-1,-3
"4551","7/2/2011",0,1
"4552","7/2/2011",1,0
"4553","7/2/2011",-1,0
"4555","6/26/2011",4,0
"4556","6/26/2011",-1,-1
"4557","6/26/2011",1,1
"4558","6/26/2011",3,-1
"4559","6/26/2011",1,-1
"4560","6/26/2011",-2,-3
"4561","6/26/2011",2,4
"4562","6/26/2011",1,-2
"4565","6/11/2011",1,0
"4566","6/11/2011",3,7
"4567","6/11/2011",3,-5
"4569","6/11/2011",0,1
"4570","6/11/2011",-3,-2
"4572","6/11/2011",2,1
"4575","6/11/2011",1,0
"4576","6/11/2011",1,0
"4578","6/4/2011",1,4
"4579","6/4/2011",-1,1
"4582","6/4/2011",4,0
"4588","5/28/2011",-2,0
"4589","5/28/2011",1,7
"4590","5/28/2011",-1,-2
"4591","5/28/2011",-6,1
"4592","5/28/2011",0,1
"4594","5/28/2011",0,-2
"4595","5/28/2011",1,2
"4598","4/30/2011",5,2
"4599","4/30/2011",-1,-1
"4600","4/30/2011",-5,-3
"4601","4/30/2011",1,0
"4602","4/30/2011",0,-4
"4603","4/30/2011",-1,-5
"4604","4/30/2011",2,0
"4605","4/30/2011",0,-1
"4607","4/30/2011",2,1
"4609","4/30/2011",1,0
"4610","3/26/2011",-1,2
"4611","3/26/2011",4,0
"4612","3/26/2011",-1,-1
"4613","3/26/2011",0,-1
"4616","3/26/2011",1,0
"4618","3/26/2011",0,-1
"4619","3/26/2011",2,0
"4620","3/26/2011",1,0
"4622","3/19/2011",-1,2
"4624","3/19/2011",1,3
"4625","3/19/2011",4,-1
"4626","3/19/2011",-1,-1
"4627","3/19/2011",2,-1
"4628","3/19/2011",1,0
"4629","3/19/2011",0,-1
"4630","3/19/2011",0,-2
"4632","3/19/2011",0,1
"4634","3/3/2011",4,-4
"4635","3/3/2011",1,-2
"4636","3/3/2011",-4,0
"4638","3/3/2011",1,-1
"4639","3/3/2011",-2,-3
"4640","3/3/2011",0,-2
"4642","3/3/2011",0,-2
"4643","3/3/2011",0,3
"4644","3/3/2011",0,1
"4645","2/26/2011",2,0
"4646","2/26/2011",2,-2
"4647","2/26/2011",-1,-5
"4648","2/26/2011",1,1
"4649","2/26/2011",-2,-2
"4650","2/26/2011",0,1
"4656","2/5/2011",0,2
"4657","2/5/2011",-8,1
"4658","2/5/2011",0,1
"4659","2/5/2011",2,-1
"4661","2/5/2011",-1,-1
"4664","2/5/2011",1,0
"4665","2/5/2011",0,-1
"4666","2/5/2011",0,1
"4667","1/22/2011",4,-1
"4668","1/22/2011",2,-1
"4669","1/22/2011",0,1
"4670","1/22/2011",1,0
"4671","1/22/2011",1,-2
"4672","1/22/2011",3,0
"4673","1/22/2011",1,1
"4678","1/1/2011",-6,-1
"4679","1/1/2011",0,-6
"4680","1/1/2011",0,3
"4681","1/1/2011",0,-4
"4683","1/1/2011",-2,0
"4685","1/1/2011",0,1
"4687","12/11/2010",0,-1
"4688","12/11/2010",1,1
"4689","12/11/2010",1,0
"4690","12/11/2010",-2,-1
"4691","12/11/2010",5,0
"4692","12/11/2010",0,1
"4693","12/11/2010",0,-1
"4694","12/11/2010",-1,0
"4695","12/11/2010",-1,3
"4698","12/4/2010",2,1
"4699","12/4/2010",-2,3
"4700","12/4/2010",-1,1
"4701","12/4/2010",0,1
"4707","12/4/2010",-1,0
"4708","11/20/2010",1,-1
"4709","11/20/2010",-2,-1
"4710","11/20/2010",-3,0
"4711","11/20/2010",-2,1
"4712","11/20/2010",-1,-1
"4713","11/20/2010",-1,-1
"4715","11/20/2010",-1,0
"4717","11/20/2010",0,1
"4718","11/20/2010",-1,-1
"4719","11/13/2010",0,-2
"4720","11/13/2010",2,1
"4721","11/13/2010",0,1
"4722","11/13/2010",1,2
"4723","11/13/2010",0,-1
"4724","11/13/2010",1,0
"4726","11/13/2010",1,-2
"4729","10/23/2010",3,-1
"4730","10/23/2010",-1,-4
"4731","10/23/2010",4,-1
"4732","10/23/2010",-3,-1
"4733","10/23/2010",-3,-2
"4734","10/23/2010",0,-1
"4735","10/23/2010",-2,1
"4737","10/23/2010",-1,0
"4740","10/16/2010",6,0
"4742","10/16/2010",-1,2
"4747","10/16/2010",3,2
"4748","10/16/2010",-1,0
"4749","9/25/2010",-1,6
"4750","9/25/2010",1,0
"4751","9/25/2010",-1,4
"4753","9/25/2010",2,0
"4754","9/25/2010",1,-1
"4755","9/25/2010",1,0
"4756","9/25/2010",0,1
"4758","9/25/2010",1,0
"4760","9/15/2010",3,-1
"4761","9/15/2010",-1,1
"4763","9/15/2010",0,3
"4764","9/15/2010",3,1
"4766","9/15/2010",-2,-1
"4767","9/15/2010",1,0
"4769","9/15/2010",1,0
"4770","8/28/2010",-5,-3
"4771","8/28/2010",7,3
"4772","8/28/2010",-1,5
"4773","8/28/2010",-2,-7
"4774","8/28/2010",-2,1
"4775","8/28/2010",2,3
"4776","8/28/2010",-1,0
"4777","8/28/2010",-1,2
"4778","8/28/2010",-1,-1
"4780","8/7/2010",7,2
"4781","8/7/2010",-6,3
"4782","8/7/2010",1,1
"4783","8/7/2010",8,1
"4784","8/7/2010",3,0
"4785","8/7/2010",0,-3
"4786","8/7/2010",0,1
"4787","8/7/2010",1,0
"4788","8/7/2010",2,0
"4789","8/7/2010",0,2
"4790","8/7/2010",-2,0
"4791","8/1/2010",0,1
"4792","8/1/2010",2,0
"4793","8/1/2010",-1,0
"4794","8/1/2010",-1,-1
"4795","8/1/2010",0,-1
"4796","8/1/2010",-1,-1
"4797","8/1/2010",-3,0
"4798","8/1/2010",0,-1
"4799","8/1/2010",-1,0
"4800","8/1/2010",0,2
"4801","7/3/2010",-2,0
"4802","7/3/2010",6,1
"4803","7/3/2010",-2,3
"4804","7/3/2010",-1,0
"4805","7/3/2010",0,-1
"4806","7/3/2010",1,0
"4808","7/3/2010",1,2
"4809","7/3/2010",2,0
"4813","6/19/2010",3,0
"4814","6/19/2010",3,1
"4815","6/19/2010",0,-1
"4821","6/19/2010",-1,0
"4822","6/12/2010",-2,1
"4823","6/12/2010",1,0
"4824","6/12/2010",0,3
"4826","6/12/2010",0,-1
"4828","6/12/2010",2,-1
"4829","6/12/2010",-4,0
"4830","6/12/2010",0,1
"4832","6/12/2010",-1,1
"4833","5/29/2010",1,0
"4834","5/29/2010",6,-2
"4835","5/29/2010",-1,0
"4837","5/29/2010",-4,0
"4838","5/29/2010",1,-1
"4839","5/29/2010",1,0
"4840","5/29/2010",4,0
"4841","5/29/2010",-2,0
"4843","5/29/2010",0,1
"4844","5/8/2010",0,-1
"4845","5/8/2010",3,3
"4846","5/8/2010",3,0
"4847","5/8/2010",1,0
"4848","5/8/2010",1,2
"4850","5/8/2010",0,3
"4852","5/8/2010",1,-1
"4853","5/8/2010",0,-2
"4854","5/8/2010",-2,-3
"4855","4/10/2010",7,-3
"4856","4/10/2010",-5,-3
"4857","4/10/2010",7,4
"4858","4/10/2010",-1,-3
"4859","4/10/2010",-1,-2
"4860","4/10/2010",-1,0
"4861","4/10/2010",-1,0
"4862","4/10/2010",-1,1
"4863","4/10/2010",-1,0
"4865","3/31/2010",3,6
"4866","3/31/2010",1,-2
"4867","3/31/2010",-2,0
"4868","3/31/2010",-2,-1
"4869","3/31/2010",1,0
"4871","3/31/2010",-1,0
"4872","3/31/2010",-1,2
"4873","3/31/2010",3,0
"4874","3/31/2010",1,0
"4876","3/27/2010",4,2
"4877","3/27/2010",1,-7
"4878","3/27/2010",1,3
"4879","3/27/2010",-1,2
"4880","3/27/2010",1,-1
"4881","3/27/2010",-1,5
"4882","3/27/2010",-3,1
"4883","3/27/2010",-2,1
"4886","3/21/2010",-4,0
"4887","3/21/2010",-1,-2
"4888","3/21/2010",3,-1
"4890","3/21/2010",1,-1
"4891","3/21/2010",1,-1
"4892","3/21/2010",-1,0
"4893","3/21/2010",1,0
"4896","3/21/2010",0,-2
