"","R_fighter","B_fighter","Winner","date","R_Stance","B_Stance"
"2211","Ovince Saint Preux","Volkan Oezdemir","Orthodox","2/4/2017","Southpaw","Orthodox"
"2217","Daniel Jolly","Khalil Rountree Jr.","Southpaw","2/4/2017","Orthodox","Southpaw"
"2218","Valentina Shevchenko","Julianna Pena","Southpaw","1/28/2017","Southpaw","Orthodox"
"2221","Alex Caceres","Jason Knight","Orthodox","1/28/2017","Southpaw","Orthodox"
"2222","Nate Marquardt","Sam Alvey","Southpaw","1/28/2017","Orthodox","Southpaw"
"2227","Marcos Rogerio de Lima","Jeremy Kimball","Orthodox","1/28/2017","Orthodox","Switch"
"2229","Jason Gonzalez","JC Cottrell","Southpaw","1/28/2017","Southpaw","Orthodox"
"2237","Anthony Rocco Martin","Alex White","Orthodox","1/15/2017","Orthodox","Southpaw"
"2239","Walt Harris","Chase Sherman","Southpaw","1/15/2017","Southpaw","Orthodox"
"2241","Dmitrii Smoliakov","Cyril Asker","Orthodox","1/15/2017","Switch","Orthodox"
"2245","Dong Hyun Kim","Tarec Saffiedine","Southpaw","12/30/2016","Southpaw","Switch"
"2247","Johny Hendricks","Neil Magny","Orthodox","12/30/2016","Southpaw","Orthodox"
"2248","Antonio Carlos Junior","Marvin Vettori","Orthodox","12/30/2016","Orthodox","Southpaw"
"2250","Brandon Thatch","Niko Price","Orthodox","12/30/2016","Switch","Orthodox"
"2252","Sage Northcutt","Mickey Gall","Switch","12/17/2016","Orthodox","Switch"
"2254","Alan Jouban","Mike Perry","Southpaw","12/17/2016","Southpaw","Orthodox"
"2257","Bryan Barberena","Colby Covington","Orthodox","12/17/2016","Southpaw","Orthodox"
"2258","James Moontasri","Alex Morono","Orthodox","12/17/2016","Switch","Orthodox"
"2263","Bojan Velickovic","Sultan Aliev","Orthodox","12/17/2016","Southpaw","Orthodox"
"2267","Tim Kennedy","Kelvin Gastelum","Southpaw","12/10/2016","Orthodox","Southpaw"
"2268","Jordan Mein","Emil Meek","Switch","12/10/2016","Orthodox","Switch"
"2275","Zach Makovsky","Dustin Ortiz","Orthodox","12/10/2016","Southpaw","Orthodox"
"2280","Justine Kish","Ashley Yoder","Orthodox","12/9/2016","Orthodox","Southpaw"
"2282","Joe Gigliotti","Gerald Meerschaert","Southpaw","12/9/2016","Orthodox","Southpaw"
"2287","Juliana Lima","JJ Aldrich","Orthodox","12/9/2016","Orthodox","Southpaw"
"2288","Demetrious Johnson","Tim Elliott","Orthodox","12/3/2016","Orthodox","Southpaw"
"2289","Joseph Benavidez","Henry Cejudo","Southpaw","12/3/2016","Southpaw","Orthodox"
"2291","Ion Cutelaba","Jared Cannonier","Switch","12/3/2016","Southpaw","Switch"
"2294","Gray Maynard","Ryan Hall","Southpaw","12/3/2016","Orthodox","Southpaw"
"2300","Robert Whittaker","Derek Brunson","Orthodox","11/26/2016","Orthodox","Southpaw"
"2301","Jake Matthews","Andrew Holbrook","Southpaw","11/26/2016","Orthodox","Southpaw"
"2302","Kyle Noke","Omari Akhmedov","Orthodox","11/26/2016","Southpaw","Orthodox"
"2303","Yusuke Kasuya","Alexander Volkanovski","Orthodox","11/26/2016","Southpaw","Orthodox"
"2304","Khalil Rountree Jr.","Tyson Pedro","Orthodox","11/26/2016","Southpaw","Orthodox"
"2305","Seohee Ham","Danielle Taylor","Orthodox","11/26/2016","Southpaw","Orthodox"
"2306","Daniel Kelly","Chris Camozzi","Southpaw","11/26/2016","Southpaw","Orthodox"
"2308","Richard Walsh","Jonathan Meunier","Switch","11/26/2016","Orthodox","Switch"
"2309","Ben Nguyen","Geane Herrera","Switch","11/26/2016","Switch","Orthodox"
"2310","Dan Hooker","Jason Knight","Orthodox","11/26/2016","Switch","Orthodox"
"2311","Marlon Vera","Ning Guangyou","Switch","11/26/2016","Switch","Southpaw"
"2313","Ryan Bader","Rogerio Nogueira","Orthodox","11/19/2016","Orthodox","Southpaw"
"2314","Thomas Almeida","Albert Morales","Southpaw","11/19/2016","Southpaw","Orthodox"
"2316","Thales Leites","Krzysztof Jotko","Southpaw","11/19/2016","Orthodox","Southpaw"
"2317","Warlley Alves","Kamaru Usman","Switch","11/19/2016","Orthodox","Switch"
"2319","Cezar Ferreira","Jack Hermansson","Southpaw","11/19/2016","Southpaw","Orthodox"
"2323","Pedro Munhoz","Justin Scoggins","Orthodox","11/19/2016","Orthodox","Southpaw"
"2325","Ross Pearson","Stevie Ray","Southpaw","11/19/2016","Orthodox","Southpaw"
"2326","Tim Johnson","Alexander Volkov","Orthodox","11/19/2016","Southpaw","Orthodox"
"2331","Anna Elmose","Amanda Cooper","Switch","11/19/2016","Orthodox","Switch"
"2335","Brett Johns","Kwan Ho Kwak","Orthodox","11/19/2016","Orthodox","Switch"
"2337","Eddie Alvarez","Conor McGregor","Southpaw","11/12/2016","Orthodox","Southpaw"
"2339","Chris Weidman","Yoel Romero","Southpaw","11/12/2016","Orthodox","Southpaw"
"2342","Khabib Nurmagomedov","Michael Johnson","Orthodox","11/12/2016","Orthodox","Southpaw"
"2345","Jim Miller","Thiago Alves","Southpaw","11/12/2016","Southpaw","Orthodox"
"2347","Rafael Dos Anjos","Tony Ferguson","Orthodox","11/5/2016","Southpaw","Orthodox"
"2348","Diego Sanchez","Marcin Held","Southpaw","11/5/2016","Southpaw","Orthodox"
"2351","Beneil Dariush","Rashid Magomedov","Southpaw","11/5/2016","Southpaw","Orthodox"
"2357","Sam Alvey","Alex Nicholson","Southpaw","11/5/2016","Southpaw","Orthodox"
"2359","Enrique Barzola","Chris Avila","Switch","11/5/2016","Switch","Orthodox"
"2361","Vitor Belfort","Gegard Mousasi","Orthodox","10/8/2016","Southpaw","Orthodox"
"2362","Ovince Saint Preux","Jimi Manuwa","Orthodox","10/8/2016","Southpaw","Orthodox"
"2363","Stefan Struve","Daniel Omielanczuk","Orthodox","10/8/2016","Orthodox","Southpaw"
"2365","Brad Pickett","Iuri Alcantara","Southpaw","10/8/2016","Orthodox","Southpaw"
"2367","Leon Edwards","Albert Tumenov","Southpaw","10/8/2016","Southpaw","Orthodox"
"2369","Danny Roberts","Mike Perry","Orthodox","10/8/2016","Southpaw","Orthodox"
"2370","Leonardo Santos","Adriano Martins","Orthodox","10/8/2016","Orthodox","Southpaw"
"2377","Shamil Abdurakhimov","Walt Harris","Orthodox","10/1/2016","Orthodox","Southpaw"
"2378","Keita Nakamura","Elizeu Zaleski dos Santos","Orthodox","10/1/2016","Southpaw","Orthodox"
"2379","Nate Marquardt","Tamdan McCrory","Orthodox","10/1/2016","Orthodox","Switch"
"2386","Francisco Trinaldo","Paul Felder","Southpaw","9/24/2016","Southpaw","Orthodox"
"2397","Uriah Hall","Derek Brunson","Southpaw","9/17/2016","Orthodox","Southpaw"
"2402","Gabriel Benitez","Sam Sicilia","Southpaw","9/17/2016","Southpaw","Orthodox"
"2409","CM Punk","Mickey Gall","Switch","9/10/2016","Orthodox","Switch"
"2420","Nick Hein","Tae Hyun Bang","Southpaw","9/3/2016","Southpaw","Switch"
"2422","Peter Sobotta","Nicolas Dalby","Southpaw","9/3/2016","Southpaw","Orthodox"
"2423","Ashlee Evans-Smith","Veronica Macedo","Orthodox","9/3/2016","Orthodox","Southpaw"
"2424","Taylor Lapilus","Leandro Issa","Southpaw","9/3/2016","Southpaw","Orthodox"
"2425","Scott Askham","Jack Hermansson","Orthodox","9/3/2016","Southpaw","Orthodox"
"2427","Demian Maia","Carlos Condit","Southpaw","8/27/2016","Southpaw","Orthodox"
"2430","Joe Lauzon","Jim Miller","Southpaw","8/27/2016","Orthodox","Southpaw"
"2432","Enrique Barzola","Kyle Bochniak","Orthodox","8/27/2016","Switch","Orthodox"
"2433","Garreth McLellan","Alessio Di Chirico","Orthodox","8/27/2016","Southpaw","Orthodox"
"2439","Rick Story","Donald Cerrone","Orthodox","8/20/2016","Southpaw","Orthodox"
"2444","Artem Lobov","Chris Avila","Southpaw","8/20/2016","Southpaw","Orthodox"
"2448","Alberto Uda","Marvin Vettori","Southpaw","8/20/2016","Orthodox","Southpaw"
"2449","Yair Rodriguez","Alex Caceres","Orthodox","8/6/2016","Orthodox","Southpaw"
"2452","Santiago Ponzinibbio","Zak Cummings","Orthodox","8/6/2016","Orthodox","Southpaw"
"2457","David Teymur","Jason Novelli","Southpaw","8/6/2016","Southpaw","Orthodox"
"2458","Teruto Ishihara","Horacio Gutierrez","Southpaw","8/6/2016","Southpaw","Orthodox"
"2461","Robbie Lawler","Tyron Woodley","Orthodox","7/30/2016","Southpaw","Orthodox"
"2469","Wilson Reis","Hector Sandoval","Southpaw","7/30/2016","Southpaw","Orthodox"
"2477","Kamaru Usman","Alexander Yakovlev","Switch","7/23/2016","Switch","Southpaw"
"2479","Alex Oliveira","James Moontasri","Orthodox","7/23/2016","Orthodox","Switch"
"2481","Luis Henrique","Dmitrii Smoliakov","Orthodox","7/23/2016","Orthodox","Switch"
"2485","Aleksei Oleinik","Daniel Omielanczuk","Southpaw","7/13/2016","Orthodox","Southpaw"
"2487","Louis Smolka","Ben Nguyen","Orthodox","7/13/2016","Orthodox","Switch"
"2489","Eric Spicely","Sam Alvey","Southpaw","7/13/2016","Orthodox","Southpaw"
"2492","Rani Yahya","Matthew Lopez","Orthodox","7/13/2016","Orthodox","Southpaw"
"2495","Daniel Cormier","Anderson Silva","Orthodox","7/9/2016","Orthodox","Southpaw"
"2498","Cat Zingano","Julianna Pena","Orthodox","7/9/2016","Southpaw","Orthodox"
"2502","Diego Sanchez","Joe Lauzon","Orthodox","7/9/2016","Southpaw","Orthodox"
"2506","Andrew Sanchez","Khalil Rountree Jr.","Orthodox","7/8/2016","Orthodox","Southpaw"
"2507","Tatiana Suarez","Amanda Cooper","Southpaw","7/8/2016","Southpaw","Switch"
"2510","Joaquim Silva","Andrew Holbrook","Orthodox","7/8/2016","Orthodox","Southpaw"
"2511","Gray Maynard","Fernando Bruno","Orthodox","7/8/2016","Orthodox","Southpaw"
"2514","Cezar Ferreira","Anthony Smith","Southpaw","7/8/2016","Southpaw","Orthodox"
"2517","Rafael Dos Anjos","Eddie Alvarez","Orthodox","7/7/2016","Southpaw","Orthodox"
"2519","Alan Jouban","Belal Muhammad","Southpaw","7/7/2016","Southpaw","Orthodox"
"2523","Anthony Birchak","Dileno Lopes","Orthodox","7/7/2016","Orthodox","Southpaw"
"2532","Olivier Aubin-Mercier","Thibault Gouti","Southpaw","6/18/2016","Southpaw","Orthodox"
"2535","Misha Cirkunov","Ion Cutelaba","Orthodox","6/18/2016","Orthodox","Southpaw"
"2536","Tamdan McCrory","Krzysztof Jotko","Southpaw","6/18/2016","Switch","Southpaw"
"2538","Elias Theodorou","Sam Alvey","Orthodox","6/18/2016","Orthodox","Southpaw"
"2540","Colby Covington","Jonathan Meunier","Orthodox","6/18/2016","Orthodox","Switch"
"2542","Luke Rockhold","Michael Bisping","Orthodox","6/4/2016","Southpaw","Orthodox"
"2545","Dan Henderson","Hector Lombard","Orthodox","6/4/2016","Orthodox","Southpaw"
"2546","Dustin Poirier","Bobby Green","Southpaw","6/4/2016","Southpaw","Orthodox"
"2547","Brian Ortega","Clay Guida","Switch","6/4/2016","Switch","Orthodox"
"2548","Beneil Dariush","James Vick","Southpaw","6/4/2016","Southpaw","Orthodox"
"2550","Cole Miller","Alex Caceres","Southpaw","6/4/2016","Orthodox","Southpaw"
"2551","Sean Strickland","Tom Breese","Orthodox","6/4/2016","Orthodox","Southpaw"
"2552","Jonathan Wilson","Henrique da Silva","Orthodox","6/4/2016","Southpaw","Orthodox"
"2554","Thomas Almeida","Cody Garbrandt","Orthodox","5/29/2016","Southpaw","Orthodox"
"2556","Tarec Saffiedine","Rick Story","Southpaw","5/29/2016","Switch","Southpaw"
"2563","Erik Koch","Shane Campbell","Southpaw","5/29/2016","Southpaw","Orthodox"
"2567","Jacare Souza","Vitor Belfort","Orthodox","5/14/2016","Orthodox","Southpaw"
"2570","Warlley Alves","Bryan Barberena","Southpaw","5/14/2016","Orthodox","Southpaw"
"2571","Demian Maia","Matt Brown","Southpaw","5/14/2016","Southpaw","Orthodox"
"2573","Francisco Trinaldo","Yancy Medeiros","Southpaw","5/14/2016","Southpaw","Orthodox"
"2575","Rogerio Nogueira","Patrick Cummins","Southpaw","5/14/2016","Southpaw","Orthodox"
"2579","Albert Tumenov","Gunnar Nelson","Switch","5/8/2016","Orthodox","Switch"
"2584","Magnus Cedenblad","Garreth McLellan","Orthodox","5/8/2016","Orthodox","Southpaw"
"2588","Leon Edwards","Dominic Waters","Southpaw","5/8/2016","Southpaw","Orthodox"
"2589","Ulka Sasaki","Willie Gates","Southpaw","5/8/2016","Southpaw","Orthodox"
"2590","Jon Jones","Ovince Saint Preux","Orthodox","4/23/2016","Orthodox","Southpaw"
"2596","Danny Roberts","Dominique Steele","Southpaw","4/23/2016","Southpaw","Orthodox"
"2599","Walt Harris","Cody East","Southpaw","4/23/2016","Southpaw","Orthodox"
"2604","Khabib Nurmagomedov","Darrell Horcher","Orthodox","4/16/2016","Orthodox","Southpaw"
"2611","Oluwale Bamgbose","Cezar Ferreira","Southpaw","4/16/2016","Switch","Southpaw"
"2616","Tim Johnson","Marcin Tybura","Southpaw","4/10/2016","Southpaw","Orthodox"
"2619","Nicolas Dalby","Zak Cummings","Southpaw","4/10/2016","Orthodox","Southpaw"
"2624","Jared Cannonier","Cyril Asker","Switch","4/10/2016","Switch","Orthodox"
"2625","Alessio Di Chirico","Bojan Velickovic","Southpaw","4/10/2016","Orthodox","Southpaw"
"2626","Mark Hunt","Frank Mir","Orthodox","3/19/2016","Orthodox","Southpaw"
"2627","Hector Lombard","Neil Magny","Orthodox","3/19/2016","Southpaw","Orthodox"
"2629","Daniel Kelly","Antonio Carlos Junior","Southpaw","3/19/2016","Southpaw","Orthodox"
"2631","Bec Rawlings","Seohee Ham","Orthodox","3/19/2016","Orthodox","Southpaw"
"2632","Brendan O'Reilly","Alan Jouban","Southpaw","3/19/2016","Orthodox","Southpaw"
"2633","Dan Hooker","Mark Eddiva","Switch","3/19/2016","Switch","Orthodox"
"2637","Alan Patrick","Damien Brown","Southpaw","3/19/2016","Southpaw","Orthodox"
"2639","Holly Holm","Miesha Tate","Orthodox","3/5/2016","Southpaw","Orthodox"
"2641","Corey Anderson","Tom Lawlor","Orthodox","3/5/2016","Orthodox","Southpaw"
"2642","Amanda Nunes","Valentina Shevchenko","Orthodox","3/5/2016","Orthodox","Southpaw"
"2643","Brandon Thatch","Siyar Bahadurzada","Orthodox","3/5/2016","Switch","Orthodox"
"2648","Jason Saggo","Justin Salas","Orthodox","3/5/2016","Orthodox","Southpaw"
"2650","Anderson Silva","Michael Bisping","Orthodox","2/27/2016","Southpaw","Orthodox"
"2654","Mike Wilkinson","Makwan Amirkhani","Southpaw","2/27/2016","Orthodox","Southpaw"
"2655","Davey Grant","Marlon Vera","Orthodox","2/27/2016","Orthodox","Switch"
"2656","Scott Askham","Chris Dempsey","Southpaw","2/27/2016","Southpaw","Orthodox"
"2657","Arnold Allen","Yaotzin Meza","Southpaw","2/27/2016","Southpaw","Orthodox"
"2658","Bradley Scott","Krzysztof Jotko","Southpaw","2/27/2016","Orthodox","Southpaw"
"2659","Norman Parke","Rustam Khabilov","Orthodox","2/27/2016","Southpaw","Orthodox"
"2660","Daniel Omielanczuk","Jarjis Danho","Southpaw","2/27/2016","Southpaw","Orthodox"
"2664","Derek Brunson","Roan Carneiro","Southpaw","2/21/2016","Southpaw","Orthodox"
"2667","Chris Camozzi","Joe Riggs","Orthodox","2/21/2016","Orthodox","Southpaw"
"2670","Daniel Sarafian","Oluwale Bamgbose","Switch","2/21/2016","Orthodox","Switch"
"2672","Jonavin Webb","Nathan Coy","Southpaw","2/21/2016","Orthodox","Southpaw"
"2676","Johny Hendricks","Stephen Thompson","Orthodox","2/6/2016","Southpaw","Orthodox"
"2678","Ovince Saint Preux","Rafael Feijao","Southpaw","2/6/2016","Southpaw","Orthodox"
"2681","Mike Pyle","Sean Spencer","Orthodox","2/6/2016","Orthodox","Southpaw"
"2684","Ray Borg","Justin Scoggins","Southpaw","2/6/2016","Orthodox","Southpaw"
"2686","Mickey Gall","Mike Jackson","Switch","2/6/2016","Switch","Orthodox"
"2690","Iuri Alcantara","Jimmie Rivera","Orthodox","1/30/2016","Southpaw","Orthodox"
"2691","Sage Northcutt","Bryan Barberena","Southpaw","1/30/2016","Orthodox","Southpaw"
"2692","Tarec Saffiedine","Jake Ellenberger","Switch","1/30/2016","Switch","Orthodox"
"2693","Olivier Aubin-Mercier","Diego Ferreira","Orthodox","1/30/2016","Southpaw","Orthodox"
"2694","Rafael Natal","Kevin Casey","Orthodox","1/30/2016","Orthodox","Southpaw"
"2695","Dustin Ortiz","Wilson Reis","Southpaw","1/30/2016","Orthodox","Southpaw"
"2696","George Sullivan","Alexander Yakovlev","Southpaw","1/30/2016","Orthodox","Southpaw"
"2697","Alex Caceres","Masio Fullen","Southpaw","1/30/2016","Southpaw","Orthodox"
"2702","Travis Browne","Matt Mitrione","Orthodox","1/17/2016","Orthodox","Switch"
"2703","Ross Pearson","Francisco Trinaldo","Southpaw","1/17/2016","Orthodox","Southpaw"
"2707","Maximo Blanco","Luke Sanders","Southpaw","1/17/2016","Orthodox","Southpaw"
"2708","Paul Felder","Daron Cruickshank","Orthodox","1/17/2016","Orthodox","Switch"
"2710","Charles Rosa","Kyle Bochniak","Switch","1/17/2016","Switch","Orthodox"
"2713","Robbie Lawler","Carlos Condit","Southpaw","1/2/2016","Southpaw","Orthodox"
"2716","Diego Brandao","Brian Ortega","Switch","1/2/2016","Orthodox","Switch"
"2717","Abel Trujillo","Tony Sims","Orthodox","1/2/2016","Orthodox","Southpaw"
"2719","Kyle Noke","Alex Morono","Orthodox","1/2/2016","Southpaw","Orthodox"
"2721","Scott Holtzman","Drew Dober","Southpaw","1/2/2016","Orthodox","Southpaw"
"2722","Dustin Poirier","Joe Duffy","Southpaw","1/2/2016","Southpaw","Orthodox"
"2724","Sheldon Westcott","Edgar Garcia","Southpaw","1/2/2016","Southpaw","Orthodox"
"2725","Rafael Dos Anjos","Donald Cerrone","Southpaw","12/19/2015","Southpaw","Orthodox"
"2731","Sarah Kaufman","Valentina Shevchenko","Southpaw","12/19/2015","Orthodox","Southpaw"
"2732","Josh Samman","Tamdan McCrory","Switch","12/19/2015","Orthodox","Switch"
"2734","Kamaru Usman","Leon Edwards","Switch","12/19/2015","Switch","Southpaw"
"2737","Jose Aldo","Conor McGregor","Southpaw","12/12/2015","Orthodox","Southpaw"
"2738","Chris Weidman","Luke Rockhold","Southpaw","12/12/2015","Orthodox","Southpaw"
"2739","Jacare Souza","Yoel Romero","Southpaw","12/12/2015","Orthodox","Southpaw"
"2740","Demian Maia","Gunnar Nelson","Southpaw","12/12/2015","Southpaw","Switch"
"2748","Court McGee","Marcio Alexandre Junior","Orthodox","12/12/2015","Orthodox","Southpaw"
"2752","Joe Lauzon","Evan Dunham","Southpaw","12/11/2015","Orthodox","Southpaw"
"2754","Julian Erosa","Marcin Wrzosek","Southpaw","12/11/2015","Southpaw","Orthodox"
"2756","Ryan LaFlare","Mike Pierce","Southpaw","12/11/2015","Southpaw","Orthodox"
"2770","Benson Henderson","Jorge Masvidal","Southpaw","11/28/2015","Southpaw","Orthodox"
"2771","Dong Hyun Kim","Dominic Waters","Southpaw","11/28/2015","Southpaw","Orthodox"
"2774","Dongi Yang","Jake Collier","Southpaw","11/28/2015","Southpaw","Orthodox"
"2776","Tae Hyun Bang","Leo Kuntz","Switch","11/28/2015","Switch","Orthodox"
"2777","Seohee Ham","Cortney Casey","Southpaw","11/28/2015","Southpaw","Orthodox"
"2779","Ning Guangyou","Marco Beltran","Orthodox","11/28/2015","Southpaw","Orthodox"
"2781","Neil Magny","Kelvin Gastelum","Orthodox","11/21/2015","Orthodox","Southpaw"
"2782","Ricardo Lamas","Diego Sanchez","Orthodox","11/21/2015","Orthodox","Southpaw"
"2785","Horacio Gutierrez","Enrique Barzola","Switch","11/21/2015","Orthodox","Switch"
"2787","Erik Perez","Taylor Lapilus","Orthodox","11/21/2015","Orthodox","Southpaw"
"2790","Gabriel Benitez","Andre Fili","Orthodox","11/21/2015","Southpaw","Orthodox"
"2794","Ronda Rousey","Holly Holm","Southpaw","11/14/2015","Orthodox","Southpaw"
"2799","Jake Matthews","Akbarh Arreola","Orthodox","11/14/2015","Orthodox","Southpaw"
"2805","James Moontasri","Anton Zafir","Switch","11/14/2015","Switch","Orthodox"
"2806","Ben Nguyen","Ryan Benoit","Switch","11/14/2015","Switch","Orthodox"
"2807","Vitor Belfort","Dan Henderson","Southpaw","11/7/2015","Southpaw","Orthodox"
"2809","Thomas Almeida","Anthony Birchak","Southpaw","11/7/2015","Southpaw","Orthodox"
"2813","Gleison Tibau","Abel Trujillo","Orthodox","11/7/2015","Southpaw","Orthodox"
"2821","Norman Parke","Reza Madadi","Southpaw","10/24/2015","Southpaw","Orthodox"
"2823","Stevie Ray","Mickael Lebout","Southpaw","10/24/2015","Southpaw","Orthodox"
"2824","Aisling Daly","Ericka Almeida","Switch","10/24/2015","Switch","Orthodox"
"2826","Cathal Pendred","Tom Breese","Southpaw","10/24/2015","Orthodox","Southpaw"
"2827","Darren Elkins","Rob Whiteford","Orthodox","10/24/2015","Orthodox","Southpaw"
"2828","Bubba Bush","Garreth McLellan","Southpaw","10/24/2015","Orthodox","Southpaw"
"2831","Shawn Jordan","Ruslan Magomedov","Orthodox","10/3/2015","Southpaw","Orthodox"
"2832","Joseph Benavidez","Ali Bagautinov","Southpaw","10/3/2015","Southpaw","Orthodox"
"2834","Yair Rodriguez","Dan Hooker","Orthodox","10/3/2015","Orthodox","Switch"
"2835","Alan Jouban","Albert Tumenov","Orthodox","10/3/2015","Southpaw","Orthodox"
"2836","Adriano Martins","Islam Makhachev","Southpaw","10/3/2015","Southpaw","Orthodox"
"2839","Chris Cariaso","Sergio Pettis","Orthodox","10/3/2015","Southpaw","Orthodox"
"2846","Keita Nakamura","Li Jingliang","Southpaw","9/26/2015","Southpaw","Orthodox"
"2848","Naoyuki Kotani","Kajan Johnson","Orthodox","9/26/2015","Southpaw","Orthodox"
"2849","Shinsho Anzai","Roger Zapata","Orthodox","9/26/2015","Orthodox","Southpaw"
"2851","Andrei Arlovski","Frank Mir","Orthodox","9/5/2015","Orthodox","Southpaw"
"2854","Paige VanZant","Alex Chambers","Orthodox","9/5/2015","Orthodox","Switch"
"2864","Chad Laprise","Francisco Trinaldo","Southpaw","8/23/2015","Orthodox","Southpaw"
"2873","Glover Teixeira","Ovince Saint Preux","Orthodox","8/8/2015","Orthodox","Southpaw"
"2876","Jared Rosholt","Tim Johnson","Orthodox","8/8/2015","Orthodox","Southpaw"
"2879","Uriah Hall","Oluwale Bamgbose","Orthodox","8/8/2015","Orthodox","Switch"
"2883","Chris Dempsey","Jonathan Wilson","Southpaw","8/8/2015","Orthodox","Southpaw"
"2884","Marlon Vera","Roman Salazar","Switch","8/8/2015","Switch","Orthodox"
"2887","Mauricio Rua","Rogerio Nogueira","Orthodox","8/1/2015","Orthodox","Southpaw"
"2888","Glaico Franca","Fernando Bruno","Orthodox","8/1/2015","Orthodox","Southpaw"
"2889","Reginaldo Vieira","Dileno Lopes","Orthodox","8/1/2015","Orthodox","Southpaw"
"2893","Demian Maia","Neil Magny","Southpaw","8/1/2015","Southpaw","Orthodox"
"2896","Iuri Alcantara","Leandro Issa","Southpaw","8/1/2015","Southpaw","Orthodox"
"2898","Hugo Viana","Guido Cannetti","Southpaw","8/1/2015","Orthodox","Southpaw"
"2902","Joe Lauzon","Takanori Gomi","Orthodox","7/25/2015","Orthodox","Southpaw"
"2903","Gian Villante","Tom Lawlor","Southpaw","7/25/2015","Orthodox","Southpaw"
"2904","Jim Miller","Danny Castillo","Southpaw","7/25/2015","Southpaw","Orthodox"
"2907","Daron Cruickshank","James Krause","Orthodox","7/25/2015","Switch","Orthodox"
"2908","Ramsey Nijem","Andrew Holbrook","Southpaw","7/25/2015","Orthodox","Southpaw"
"2910","Zak Cummings","Dominique Steele","Southpaw","7/25/2015","Southpaw","Orthodox"
"2912","Ross Pearson","Evan Dunham","Southpaw","7/18/2015","Orthodox","Southpaw"
"2915","Leon Edwards","Pawel Pawlak","Southpaw","7/18/2015","Southpaw","Orthodox"
"2916","Stevie Ray","Leonardo Mafra","Southpaw","7/18/2015","Southpaw","Orthodox"
"2920","Rob Whiteford","Paul Redmond","Southpaw","7/18/2015","Southpaw","Orthodox"
"2921","Marcus Brimage","Jimmie Rivera","Orthodox","7/18/2015","Southpaw","Orthodox"
"2922","Daniel Omielanczuk","Chris de la Rocha","Southpaw","7/18/2015","Southpaw","Orthodox"
"2923","Frank Mir","Todd Duffee","Southpaw","7/15/2015","Southpaw","Orthodox"
"2925","Holly Holm","Marion Reneau","Southpaw","7/15/2015","Southpaw","Orthodox"
"2927","Kevin Lee","James Moontasri","Orthodox","7/15/2015","Orthodox","Switch"
"2928","Alan Jouban","Matt Dwyer","Southpaw","7/15/2015","Southpaw","Orthodox"
"2933","Kevin Casey","Ildemar Alcantara","Southpaw","7/15/2015","Southpaw","Orthodox"
"2936","Kamaru Usman","Hayder Hassan","Switch","7/12/2015","Switch","Orthodox"
"2938","Jorge Masvidal","Cezar Ferreira","Orthodox","7/12/2015","Orthodox","Southpaw"
"2945","Darrell Montague","Willie Gates","Orthodox","7/12/2015","Southpaw","Orthodox"
"2946","Chad Mendes","Conor McGregor","Southpaw","7/11/2015","Orthodox","Southpaw"
"2947","Robbie Lawler","Rory MacDonald","Southpaw","7/11/2015","Southpaw","Orthodox"
"2950","Brad Pickett","Thomas Almeida","Southpaw","7/11/2015","Orthodox","Southpaw"
"2968","Peter Sobotta","Steve Kennedy","Southpaw","6/20/2015","Southpaw","Orthodox"
"2969","Nick Hein","Lukasz Sajewski","Southpaw","6/20/2015","Southpaw","Orthodox"
"2970","Makwan Amirkhani","Masio Fullen","Southpaw","6/20/2015","Southpaw","Orthodox"
"2971","Mairbek Taisumov","Alan Patrick","Orthodox","6/20/2015","Orthodox","Southpaw"
"2972","Alan Omer","Arnold Allen","Southpaw","6/20/2015","Orthodox","Southpaw"
"2974","Scott Askham","Antonio Dos Santos","Southpaw","6/20/2015","Southpaw","Orthodox"
"2979","Kelvin Gastelum","Nate Marquardt","Southpaw","6/13/2015","Southpaw","Orthodox"
"2980","Yair Rodriguez","Charles Rosa","Orthodox","6/13/2015","Orthodox","Switch"
"2983","Efrain Escudero","Drew Dober","Orthodox","6/13/2015","Orthodox","Southpaw"
"2987","Gabriel Benitez","Clay Collard","Southpaw","6/13/2015","Southpaw","Orthodox"
"2989","Ben Rothwell","Matt Mitrione","Orthodox","6/6/2015","Orthodox","Switch"
"2990","Dustin Poirier","Yancy Medeiros","Southpaw","6/6/2015","Southpaw","Orthodox"
"2991","Thiago Tavares","Brian Ortega","Switch","6/6/2015","Orthodox","Switch"
"2993","Francisco Rivera","Alex Caceres","Orthodox","6/6/2015","Orthodox","Southpaw"
"2994","Shawn Jordan","Derrick Lewis","Southpaw","6/6/2015","Southpaw","Orthodox"
"2995","Brian Ebersole","Omari Akhmedov","Orthodox","6/6/2015","Southpaw","Orthodox"
"2999","Jose Quinonez","Leonardo Morales","Orthodox","6/6/2015","Orthodox","Southpaw"
"3005","Wendell Oliveira","Darren Till","Southpaw","5/30/2015","Orthodox","Southpaw"
"3006","Jussier Formiga","Wilson Reis","Orthodox","5/30/2015","Orthodox","Southpaw"
"3008","Lucas Martins","Mirsad Bektic","Orthodox","5/30/2015","Southpaw","Orthodox"
"3010","Luiz Dutra","Tom Breese","Southpaw","5/30/2015","Orthodox","Southpaw"
"3012","Chris Weidman","Vitor Belfort","Orthodox","5/23/2015","Orthodox","Southpaw"
